"unique_id","leaf","saturated.water.content","osm.pot.fullturgor","apoplastic.fraction","relative.water.deficit.attlp","relative.water.content.attlp","sym.rwd.attlp","sym.rwc.attlp","leaf.waterpotential.attlp","modulus","modulus_sym","cap.ft.bulk","cap.ft.sym","cap.tlp.bulk","cap.tlp.sym"
"moma_5",5,0.0127904875116701,-0.697885873306428,29.4959299167518,14.7954548802665,85.2045451197335,20.9852493094324,79.0147506905677,-0.883234924121247,4.71689366061489,3.32560201223221,0.0746408262986868,0.105867400577802,0.431923184292897,0.612621631322703
"moma_6",6,0.0341601977889238,-1.03619006995423,19.2726381306519,18.0565774726959,81.9434225273042,22.3673573055927,77.6326426944073,-1.33473502123725,5.73857405436386,4.63259944300683,0.139338843554204,0.172604232725596,0.409743397337272,0.50756445875243
"movi_1",1,0.0121354319769537,-0.983395961445596,24.8703748952425,12.3919906073408,87.6080093926592,16.4941467364731,83.5058532635269,-1.17763716316053,7.93573843465511,5.96209053525054,0.105568737717347,0.140515459208197,0.293107232960309,0.390135359455891
"movi_2",2,0.0158849632039399,-0.551854208633759,77.4989666998597,9.8641649901194,90.1358350098806,43.838720020284,56.161279979716,-0.982623987261463,5.59453546434526,1.25882828782049,0.0969170705976885,0.430722755283794,0.0951917239767178,0.423054900221511
"movi_3",3,0.0145417563521268,-1.04146502736862,-80.8988790790173,24.1767471740579,75.8232528259421,13.3647855073206,86.6352144926794,-1.20212667962705,4.30771360543542,7.79260562616701,0.19425346919325,0.107382350947791,1.05683947407253,0.584215601253612
"movi_4",4,0.0332729831280751,-0.805988897514512,22.8123957591158,19.7696432978173,80.2303567021827,25.6124587519531,74.3875412480469,-1.08349984956073,4.07690156758417,3.14686264727727,0.0976646261554898,0.126528899446991,0.249721965423899,0.323525996019485
"movi_6",6,0.0168715925969899,-0.705370163749113,51.7437853848615,19.2187882306264,80.7812117693736,39.8265557791955,60.1734442208045,-1.17222833574355,3.67021143729061,1.77110510800832,0.0699749416556559,0.145007108853714,0.108495375266285,0.224831922958684
"plra_cs_1",1,2.61035547383242,-1.0201843579419,18.3275619096785,8.63970120320553,91.3602987967945,10.578478376819,89.4215216231811,-1.1408711677273,11.8080976870287,9.64396127308324,0.105534675608348,0.129217001568677,0.344217494901955,0.421461025225284
"plra_cs_2",2,3.00135529987515,-0.970798878338981,38.4704518030586,10.7068375252462,89.2931624747538,17.4011313897124,82.5988686102876,-1.1753174040668,9.06709265037306,5.57894114237263,0.110005125744952,0.178784224764421,0.237329604936203,0.385716475889872
"plra_cs_3",3,3.40527313807933,-0.748090598992071,52.0756596416668,6.76240122327831,93.2375987767217,14.1105775743921,85.8894224256079,-0.870992699525976,11.0624994627191,5.30162989465228,0.0894943754312355,0.186740964533013,0.260611782462491,0.543798371587132
"plra_cs_4",4,3.80273452461077,-1.09160877549534,16.3910489234225,9.75047622537683,90.2495237746232,11.6620004196038,88.3379995803962,-1.23571824207075,11.1954406150367,9.36039046663338,0.133065984361752,0.159152797216504,0.33268701696983,0.397908373070154
"plra_cs_6",6,4.748352599987,-1.25368358217412,24.3438228619262,6.58483345998212,93.4151665400179,8.70362964277809,91.2963703572219,-1.37320199835847,19.0389565627303,14.4041467023402,0.107290651611722,0.141813472039322,0.219606506800196,0.290269103075893
"plra_gj_1",1,3.62575414318888,-1.75926186360765,17.4374560852046,6.94091682724389,93.0590831727561,8.40685921016063,91.5931407898394,-1.92073538306135,25.3462461429064,20.9265056024892,0.0421796194047094,0.0510880811136813,0.203289474819716,0.246224819610102
